1,i,C,Cuboo,Cuboo.png,"Cuboo cherishes the bamboo stalk it carries dearly; if it loses it, it grows extremely depressed. It uses the bamboo as a weapon, as well as a food source, whacking opponents with it before taking a bite from it moments later.",,
2,i,N,Ninda,Ninda.png,"It uses its bamboo stalk both as a weapon and as a source of nourishmment. Surprisingly nimble, it attacks swiftly with its bamboo stalk. Even if its stalk snaps, it will continue to use the broken halves.",,
3,i,P,Pandaolin,Pandaolin.png,"Its bamboo stalk is its most prized possession. If it is damaged, it flies into a rage until it gets a new one. Its skills with its stalk is unmatched. It is able to single-handedly take down six opponents at once with little effort.",,
4,i,S,Sizzabre,Sizzabre.png,"Sizzabre's mane is very warm to the touch. They snuggle close to their trainers and other Pokémon to help warm them up when it's cold. Their fangs can snap easily if they are not careful in battle. Ehen this happens, they run off to find hard objects in order to sharpen them again.",,
5,i,S,Saburn,Saburn.png,"They have a very belligerent nature. It takes a long time for them to trust others. After sinking their fangs into opponents, they heat up their teeth, causing excruciating pain.",,
6,i,B,Blazabre,Blazabre.png,"Extremely aggressive and temperamental, it takes an extremely talented trainer to successfully gain its trust. It never forgets who has wronged it. Their saliva is very hot, as are their large teeth, so a bite from it can cause severe burns in an instant.",,
7,i,P,Platyke,Platyke.png,"Platyke prefer water that is at a very low temperature; warm water makes them very uncomfortable. You can look at it fin to determine its mood. If its fin is drooping, it is either sad or sick, while it is upright when it is angry.",,
8,i,P,Platypund,Platypund.png,"This Pokémon enjoys swimming deep below sea level and absorbing the frigid, salty water through the gills on its fin. The icicle in its chest is connected to its heart, which allows its body to survive for months in extremely frigid water.",,
9,i,P,Platygue,Platygue.png,This Pokémon can freeze an entire pond with one touch. Its entire body is covered in substance that allows it to live in very frigid conditions.,,
10,i,Z,Zokorode,Zokorode.png,These Pokémon love digging for things underground. They have internal ears that they use to listen far away.,,
11,i,R,Rokozin,Rokozin.png,"Its body is very bulky, allowing it to protect itself from injury while battling or digging. They use their single tooth to dig at high speeds.",,
12,i,B,Bulbloom,Bulbloom.png,"Bulbloom spend majority of their time hanging from trees, absorbing the nutrients needed for their evolution. They inhabit gardens and help plants grow by prodding them with their vines, sharing the nutrients.",,
13,i,B,Blossunia,Blossunia.png,"It dances around gardens and plains, spreading pollen that aids in the growth of flowers. When it sees a dying plant, it uses its vine to completely revitalize it.",,
14,i,G,Glydar,Glydar.png,This Pokémon glides using the single wing on its back that also acts as a warning sign. Its colors tell predators to stay away although it is not poisonous.,,
15,i,A,Airaknid,Airaknid.png,"Using its eerie wing, this Pokémon spends its time gliding throughout the night, devouring other bugs. It is able to shoot webs from its front and back ends.",,
16,i,M,Mimadge,Mimadge.png,"They are able to manipulate their bodies on a molecular level in order to transform into other Pokémon and even humans! Their powers are very weak, so their transformations tend to not last that long.",,
17,i,B,Badgeange,Badgeange.png,"These Pokémon are known for their unique ability to change their bodies, at a molecular structure, at will. They change into different Pokémon, and even humans, and lie to unsuspecting victims, usually leading to the victim's bodily harm.",,
18,i,K,Kwarzite,Kwarzite.png,Kwarzite are highly recognized by the crystal on its head. They receive their energy by eating large amounts of minerals.,,
19,i,M,Mortierok,Mortierok.png,"These Pokémon's crystals are extremely valuable, as they glow white according to emotion. They are sought by miners because they are known to know where the rarest minerals are located.",,
20,i,C,Cragmodon,Cragmodon.png,"These Pokémon are known to guard precious and valuable crystals in caves and mountains by firing rocks at intruders. Their durable, sturdy bodies are able to deflect different attacks.",,
21,i,E,Eftini,Eftini.png,It creates its own energy by absorbing sunlight through the leaves on its back and tail. They typically reside at the tops of trees so that they are able to blend in with their surroundings and be closer to the sun.,,
22,i,S,Sireft,Sireft.png,"Their tails are so long that in order to not be grabbed or caught by something, it wraps it around its neck like a scarf. Their tails are extremely strong, being able to cause small tremors with a single slam.",,
23,i,T,Tefrin,Tefrin.png,"If the crust on its back vibrates, it is a sign that an earthquake is going to occur. They are sometimes called 'Forest Facilitators' because of their authoritative personalities.",,
24,i,E,Eukawala,Eukawala.png,x,,
25,i,K,Kowallop,Kowallop.png,They train themselves daily by punching trees and rocks. They are excitable Pokémon that enjoy the thrill of fighting and snack on shrubs for nutrition.,,
26,i,B,Blitzat,Blitzat.png,They are often seen flying around power plants at night. It can cause electronic devices to malfunction just by flying next to them.,,
27,i,T,Thudat,Thudat.png,They are able to electrify their claws in order to paralyze opponents with slashes. It apparently has the ability to drain the electrons from your atoms.,,
28,i,S,Sporish,Sporish.png,"If you breathe in the spores emitted from this Pokémon, you will have excruciating headaches. After breathing in the spores, you experience many hallucinations.",,
29,i,G,Guspore,Guspore.png,Their spores are known to cause hallucinations. They are sometimes used by therapists in order to usher patients into expressing their problems.,,
30,i,C,Camopper,Camopper.png,They use their strong back legs to leap at high altitudes. They use camouflage to blend in with the grass and avoid predators.,,
31,i,T,Tweetum,Tweetum.png,"This Pokémon flies at speeds of over 40 mph and skewers prey with its sharp beak. TWEETUM love to hum and sing and always travel looking for others, people and Pokemon alike, to serenade.",,
32,i,D,Dartum,Dartum.png,This Pokémon can fly as fast as a jet. Its extremely sharp beak can reduce a boulder to gravel with just three pecks.,,
33,i,H,Hummidar,Hummidar.png,This Pokémon's beak can skewer straight through a boulder. It flies at Mach II speeds and pierces prey and enemies with its beak.,,
34,i,B,Bloatea,Bloatea.png,It loves to drink blood. It latches onto unsuspecting people and Pokemon and drain them of their bodily fluids.,,
35,i,D,Damsegg,Damsegg.png,Its body stays encased in a clear shell as it awaits evolution. It is still capable of attacking despite being in its shell.,,
36,i,L,Lamsil,Lamsil.png,"After evolving from its shell, its body had more room to develop fully. Its feathery tail acts as a sensor, alerting it if danger is near.",,
37,i,S,Selefly,Selefly.png,"Selefly and <a href=""/wiki/Odonyxpa"" title=""Odonyxpa"">Odonyxpa</a> often get into fights over food, as they both target <a href=""/wiki/Feemosk"" title=""Feemosk"">Feemosk</a> on a daily basis. It is said to have a connection to outer space due to the patterns on its wings.",,
38,i,F,Foobay,Foobay.png,"These Pokémon are said to be the spirits of kids who died by drowning. It pretends to be in danger by flailing in water. Once someone is close, it drags them down deep into the water, never to be seen again.",,
39,i,S,Stiltream,Stiltream.png,"Groups of them inhabit ponds and lakes and skate across the surface. They can reach speeds of over 40 mph while on water, but are unusually slow on land.",,
40,i,S,Skiisect,Skiisect.png,"Using their long legs, they glide elegantly across the surface of water with ease. There are often competitions between Skiisect to see which of them is able to ski across a body of water the quickest and smoothest.",,
41,i,A,Alpacott,Alpacott.png,This Pokémon's drool is full of vitamins and nutrients that are able to heal any injury. It constantly drools on itself in order to keep its wool healthy.,,
