891,vii,S,Seedrake,Seedrake.png,"Its tail absorbs sunlight, turning it into both food and electricity for its body. The electricity in its blood causes its grass to stand on end, like spikes.",,,,,,
892,vii,K,Kudzap,Kudzap.png,"The spots on its body glow as a result of the electricity in its bloodstream. When it is storming outside, this Pokemon will find the highest point it can find and raise its tail in order to absorb the lightning.",,,,,,
893,vii,F,Fresthor,Fresthor.png,These Pokemon glide into thunderstorms in order to absorb electricity via both its tail and the horn on its head. Its blood is now completely electrified and can be seen through its body as a light.,,,,,,
894,vii,B,Balmox,Balmox.png,They are extremely playful Pokemon who take interest in even the smallest of things. Smoke comes out of its horns when it is scared or upset.,,,,,,
895,vii,B,Bullorch,Bullorch.png,These Pokemon always mean business when it comes to battling. It is able to make an entire lake evaporate by releasing smoke from its horns.,,,,,,
896,vii,F,Freylter,Freylter.png,"To help itself power up, it dries up entire environments so that its opponents feel dreary and hot. It staff releases fire when it senses an environment that is too moist.",,,,,,
897,vii,S,Shtryke,Shtryke.png,"Their arm movements are extremely quick and strong, especially when its raining. Despite it having small legs, it is still able to travel on them at high speeds and strike hard at its opponent.",,,,,,
898,vii,C,Crustide,Crustide.png,"They have a very high speed rate, as they can give over 100 blows within seconds. It has four back legs, but when moving at high speeds, it retracts two of them so that they won't disrupt its momentum.",,,,,,
899,vii,C,Champodin,Champodin.png,"A strike from this Pokemon's arms can collapse a building. It moves so fast and strikes so hard that it is not even seen when in battle, you only see the other Pokemon faint.",,,,,,
900,vii,N,Nubby,Nubby.png,"These Pokemon train under Gekalore, ramming into each other with their antlers.  If their antlers break, they find hard objects to try and sharpen them again.",,,,,,
900,vii,N,Nubby-Uldimian,Nubby-Uldimian.png,"Being gifted a Nubby in Uldim is said to be a sign of strong will and love.  They absorb strong feelings of passion and love, so they are highly affectionate and love being held by others.",,,,,,
901,vii,G,Gekalore,Gekalore.png,Gekalore are said to reside in a secret forest where it is mostly peaceful. They headbutt opponents with their tough antlers before finishing them off with a barrage of kicks.,,,,,,
902,vii,P,Pudhole,Pudhole.png,These Pokemon are almost always seen with wet mud covering their fur. They have a strong sense of smell that allows them to find the nearest mud puddle.,,,,,,
903,vii,D,Dholake,Dholake.png,"They roll around in mud puddles in order to absorb the dirt and water into its body. Their fur is naturally absorbent, so it can store up to 30 gallons of water in its fur at a time.",,,,,,
904,vii,D,Dhomange,Dhomange.png,"Muddy water constantly drips off of their fur, making a mess wherever they go. When their hair is trimmed, they get extremely depressed and weak.",,,,,,
905,vii,D,Dusbun,Dusbun.png,"These Pokemon float around absorbing dust particles into their body. It is able to move its face around its body with ease, making it able to look in all directions to avoid certain danger.",,,,,,
906,vii,L,Ladust,Ladust.png,"They hop around and fly, leaving dust particles wherever they go. They move their faces wherever  they want on their body",,,,,,
907,vii,T,Trasmania,Trasmania.png,These Pokemon devour trash at a fast pace before leaving a horrible stench behind. Their sharp teeth can shred through dumpsters.,,,,,,
908,vii,J,Junkrunch,Junkrunch.png,Their large mouths are able to fit 300 pounds of trash. Their jaws are strong enough to crush garbage trucks.,,,,,,
909,vii,N,Neswing,Neswing.png,Their chest patterns are known to faintly glow when they change directions. They have a very acute sense of direction and can easily navigate through the toughest of areas without needing an overhead view.,,,,,,
910,vii,N,Northrash,Northrash.png,"These Pokemon are quick to fight when they see a formidable opponent. The amount of scars on their body represent their age, as older ones are known to be much more violent.",,,,,,
911,vii,C,Cresouth,Cresouth.png,"These Pokemon spend most of their time in frigid water, but can also fly on occasion. Their feathers are glossy, allowing them to move quickly across ice and through hailstorms.",,,,,,
912,vii,W,Wiseast,Wiseast.png,These Pokemon are very wise and one of the only ones that can actually communicate with humans. They have calm natures and will not fight unless threatened.,,,,,,
913,vii,W,Westalon,Westalon.png,"Very territorial and violent, these Pokemon attack whatever they see entering their territory. The spikes hidden in its wings deliver extra damage when it hits a target.",,,,,,
914,vii,N,Nymphlow,Nymphlow.png,"They lay at the bottom of ponds and lakes, eating the grime and dirt at the bottom. They communicate with each other by clicking their tails.",,,,,,
915,vii,O,Odonyxpa,Odonyxpa.png,"From behind, it looks like it has a second head, deterring would-be predators. They are often seen carrying Nymphlow to different ponds as they prepare to evolve.",,,,,,
916,vii,T,Troubot,Troubot.png,"Created by a lonely scientist, this Pokemon was programmed to be an obedient companion, but it malfunctioned... They cause problems and trouble for any trainer and other Pokemon, especially when in large cities.",,,,,,
917,vii,B,Blastro,Blastro.png,These Pokemon blast other Pokemon and buildings with different beams based on how it is feeling. They can launch their hands and head away from their main body to terrorize civilians.,,,,,,
918,vii,W,Wiskra,Wiskra.png,They follow the orders of Musneak and try their hardest to impress it. They emit a poisonous gas from their fur that can stop up the noses of those who inhale it.,,,,,,
919,vii,M,Muskuff,Muskuff.png,"These Pokemon can release a powerful, musky odor from their wrists in order to immobilize their opponents. They usually follow Musneak's command, pummeling any Pokemon that causes problems for them.",,,,,,
920,vii,M,Musneak,Musneak.png,These Pokemon are hardly ever trustworthy unless they are owned by a trainer. One Musneak can command a single Muskuff and up to twenty Wiskra to do whatever it says at any time.,,,,,,
921,vii,B,Boddyk,Boddyk.png,"It is said to have arisen from a discarded bottle that was possessed by an evil spirit. If someone grabs its body, it will immediately grab onto its holder's arm and steal their soul.",,,,,,
922,vii,D,Dahma,Dahma.png,They are usually seen training either themselves or other Pokemon near the water. It is able to predict its opponents' next move and counter it.,,,,,,
923,vii,D,Dahlla,Dahlla.png,Dahlla often relax themselves by soaking in tepid water. The orbs on its back are able to give wisdom to anyone that touches them.,,,,,,
924,vii,C,Crowial,Crowial.png,These Pokemon are often owned by people from royal families. They enjoy riding on the heads of their trainers.,,,,,,
925,vii,T,Triowth,Triowth.png,"The three beans communicate with each other via telepathy, as they work better when all three are present. They are known to collect leaves and vines in order to create barriers to protect themselves.",,,,,,
926,vii,M,Mastalk,Mastalk.png,"The vine around its body is able to unravel itself and strike quickly. The leaves on their bodies, if ingested, can give someone luck for 72 hours.",,,,,,
927,vii,H,Haecus,Haecus.png,They always keep themselves cloaked in order to keep their eyes from being seen. The magic tricks that they do always end up causing a negative effect.,,,,,,
928,vii,B,Badical,Badical.png,Gazing into their eyes gives a sense of uneasiness that lasts a lifetime. Their tricks are very dangerous.,,,,,,
929,vii,M,Magishun,Magishun.png,Their tricks always last a lifetime and cause nothing but pain. The orbs on its body contain most of its power.,,,,,,
930,vii,H,Honko,Honko.png,"If you ever hear any honks or squeaks around you at night, you must be on high alert, as it is a sign that a Honko is nearby. Feeding off of the fear it causes, it is able to remove its head and emit a gas that causes it to be seen as your worst nightmare.",,,,,,
931,vii,N,Nedlar,Nedlar.png,"To rejuvenate themselves, they inhale the water in which they live directly into their bodies through their nostrils. They sometimes fight over territory, using their long noses as spears.",,,,,,
932,vii,G,Garazor,Garazor.png,These Pokemon can chomp through coral like butter. The blades on its body help it slice and dice their prey for easy digestion.,,,,,,
933,vii,L,Lebantro,Lebantro.png,"Lebantro has been said to lay a curse on those who speak its name. It is said that Lebantro's body is harboring two separate entities, one that controls its head and the other that controls its body.",,,,,,
934,vii,A,Anelo,Anelo.png,"It is said to represent the spirits of those who died alone. It craves solitude and silence. Anelo travels alone and avoids any and all contact with others. Even if it is in trouble, it would rather be attacked than receive any outside help.",,,,,,
935,vii,A,Ascilo,Ascilo.png,It is said to represent the spirits of those who died with many friends and good memories. They always group together with others of its kind and travel to an unknown location for days at a time.,,,,,,
936,vii,W,Wadrop,Wadrop.png,These Pokemon have inflatable paw pads that allow it to walk and run on water. It has the ability to cause small rainstorms that only last a day.,,,,,,
937,vii,A,Aqueriol,Aqueriol.png,"Aqueriol are often seen walking on the surface of lakes, freezing the liquid with every step. Only four of them are seen occupying a body of water at any given time.",,,,,,
938,vii,M,Mentrap,Mentrap.png,"Mentrap were said to be discovered in abandoned asylums. Scientists have theorized these Pokémon were once humans that exhibited extremely erratic behavior and managed to mutate, though the theory is inconclusive...",,,,,,
939,vii,A,Asylurk,Asylurk.png,These Pokemon can contort their bodies in such disturbing ways that even professors try to avoid it. They are extremely psychotic and will act without thinking.,,,,,,
